tag,model,num_pages,Accuracy,Precision,Recall,F1-score
padl200_pin0p005_pout0p005_L0_G0,DF,95,0.6069957894736844,0.7242410526315788,0.6075947368421053,0.5400852631578947
padl200_pin0p005_pout0p005_L0_G0,TikTok,95,0.6030578947368419,0.7034357894736842,0.6034621052631577,0.5336273684210529
padl200_pin0p005_pout0p005_L0_G0,VarCNN,95,0.6029978947368422,0.7097600000000002,0.6035463157894735,0.5397842105263155
padl200_pin0p005_pout0p005_L0_G0,RF,95,0.578498947368421,0.6925399999999999,0.5791842105263159,0.4885884210526317
