tag,model,num_pages,Accuracy,Precision,Recall,F1-score
padl500_pin0p02_pout0p02_L0_G0,DF,95,0.8047526315789473,0.8230642105263162,0.8049757894736841,0.8013284210526317
padl500_pin0p02_pout0p02_L0_G0,TikTok,95,0.8043663157894735,0.8229684210526316,0.8045726315789472,0.8005326315789474
padl500_pin0p02_pout0p02_L0_G0,VarCNN,95,0.7324452631578945,0.7577757894736838,0.732575789473684,0.7215536842105265
padl500_pin0p02_pout0p02_L0_G0,RF,95,0.6911442105263157,0.7234726315789473,0.6913547368421051,0.6611694736842103
