tag,model,num_pages,Accuracy,Precision,Recall,F1-score
legacyPadl100_pin0p02_pout0p06_L1_G3,DF,95,0.5900799999999998,0.5052673684210526,0.5899842105263157,0.506037894736842
legacyPadl100_pin0p02_pout0p06_L1_G3,TikTok,95,0.6676431578947366,0.6548294736842103,0.6677105263157894,0.6371694736842105
legacyPadl100_pin0p02_pout0p06_L1_G3,VarCNN,95,0.692961052631579,0.7310052631578947,0.6933978947368421,0.6724200000000004
legacyPadl100_pin0p02_pout0p06_L1_G3,RF,95,0.6858663157894737,0.7025463157894734,0.6860631578947367,0.6745547368421054
