tag,model,num_pages,Accuracy,Precision,Recall,F1-score
padl600_pin0p01_pout0p01_L0_G0,DF,95,0.7352357894736843,0.7660726315789472,0.7355010526315788,0.7263452631578945
padl600_pin0p01_pout0p01_L0_G0,TikTok,95,0.7301105263157893,0.7576326315789473,0.7303599999999998,0.7181021052631578
padl600_pin0p01_pout0p01_L0_G0,VarCNN,95,0.7108126315789476,0.7424421052631576,0.7111378947368422,0.7029589473684211
padl600_pin0p01_pout0p01_L0_G0,RF,95,0.6414957894736839,0.694673684210526,0.641741052631579,0.6056231578947364
